|description|coarse_grained_pos|fine_grained_pos
148| A man in a sweater and black pants waits .|DET NOUN ADP DET NOUN CCONJ ADJ NOUN NOUN PUNCT|DT NN IN DT NN CC JJ NNS NNS .
149| A military man is peeking out of the top of his tank .|DET ADJ NOUN AUX VERB ADP ADP DET NOUN ADP PRON NOUN PUNCT|DT JJ NN VBZ VBG IN IN DT NN IN PRP$ NN .
150| A small girl sitting on a man 's back .|DET ADJ NOUN VERB ADP DET NOUN PART ADV PUNCT|DT JJ NN VBG IN DT NN POS RB .
151| A black dong runs across a grassy field|DET ADJ NOUN VERB ADP DET ADJ NOUN|DT JJ NN VBZ IN DT JJ NN
152| A runner in a blue shirt and blue shorts participates in a race .|DET NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT JJ NN CC JJ NNS VBZ IN DT NN .
153| Bald man conducts an orchestra using a pencil .|PROPN NOUN VERB DET NOUN VERB DET NOUN PUNCT|NNP NN VBZ DT NN VBG DT NN .
154| Boys playing ball on grass while man in green shirt watches|NOUN VERB NOUN ADP NOUN SCONJ NOUN ADP ADJ NOUN VERB|NNS VBG NN IN NN IN NN IN JJ NN VBZ
155| Two dogs .|NUM NOUN PUNCT|CD NNS .
156| The man and the woman are sitting at a table .|DET NOUN CCONJ DET NOUN AUX VERB ADP DET NOUN PUNCT|DT NN CC DT NN VBP VBG IN DT NN .
157| Two small black dogs facing each other with their mouths open .|NUM ADJ ADJ NOUN VERB DET ADJ SCONJ PRON NOUN ADJ PUNCT|CD JJ JJ NNS VBG DT JJ IN PRP$ NNS JJ .
158| A small child has his head through a painting of a plant .|DET ADJ NOUN VERB PRON NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT JJ NN VBZ PRP$ NN IN DT NN IN DT NN .
159| A man carrying packages is walking through a freshly paved parking lot .|DET NOUN VERB NOUN AUX VERB ADP DET ADV VERB NOUN NOUN PUNCT|DT NN VBG NNS VBZ VBG IN DT RB VBN NN NN .
160| a group of children being entertained by a group of entertainers while at a youth camp .|DET NOUN ADP NOUN AUX VERB ADP DET NOUN ADP NOUN SCONJ ADP DET NOUN NOUN PUNCT|DT NN IN NNS VBG VBN IN DT NN IN NNS IN IN DT NN NN .
161| A man and his son riding bikes down the sidewalk .|DET NOUN CCONJ PRON NOUN VERB NOUN ADP DET NOUN PUNCT|DT NN CC PRP$ NN VBG NNS IN DT NN .
162| A woman is sitting in the water .|DET NOUN AUX VERB ADP DET NOUN PUNCT|DT NN VBZ VBG IN DT NN .
163| A man and woman are dancing in a nightclub and smiling .|DET NOUN CCONJ NOUN AUX VERB ADP DET NOUN CCONJ VERB PUNCT|DT NN CC NN VBP VBG IN DT NN CC VBG .
164| Two Hispanic girls play in the water spraying from a fire hydrant .|NUM ADJ NOUN VERB ADP DET NOUN VERB ADP DET NOUN NOUN PUNCT|CD JJ NNS VBP IN DT NN VBG IN DT NN NN .
165| Just hanging out at club Saw and having a great time .|ADV VERB ADP ADP NOUN VERB CCONJ VERB DET ADJ NOUN PUNCT|RB VBG RP IN NN VBD CC VBG DT JJ NN .
166| A girl in a white dress is looking down as she twirls around to the camera .|DET NOUN ADP DET ADJ NOUN AUX VERB ADP SCONJ PRON VERB ADP ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG RP IN PRP VBZ RP IN DT NN .
167| A group of people are gathered .|DET NOUN ADP NOUN AUX VERB PUNCT|DT NN IN NNS VBP VBN .
168| Three young boys are engaged in a game of do n't drop the melon .|NUM ADJ NOUN AUX VERB ADP DET NOUN ADP AUX PART VERB DET NOUN PUNCT|CD JJ NNS VBP VBN IN DT NN IN VB RB VB DT NN .
169| A defender attempts a tackle in rugby .|DET NOUN VERB DET NOUN ADP NOUN PUNCT|DT NN VBZ DT NN IN NN .
170| Dad holding little girls hand while walking .|NOUN VERB ADJ NOUN NOUN SCONJ VERB PUNCT|NN VBG JJ NNS NN IN VBG .
171| an elderly woman going through her purse on a busy street .|DET ADJ NOUN VERB ADP PRON NOUN ADP DET ADJ NOUN PUNCT|DT JJ NN VBG IN PRP$ NN IN DT JJ NN .
172| Two bears bare their teeth at one another .|NUM NOUN VERB PRON NOUN ADP NUM DET PUNCT|CD NNS VBP PRP$ NNS IN CD DT .
173| Elderly people performing music in a street .|ADJ NOUN VERB NOUN ADP DET NOUN PUNCT|JJ NNS VBG NN IN DT NN .
174| a muscular man in swim trunks plays paddle ball on the beach|DET ADJ NOUN ADP ADJ NOUN VERB NOUN NOUN ADP DET NOUN|DT JJ NN IN JJ NNS VBZ NN NN IN DT NN
175| People walking down a street on a sunny day .|NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT|NNS VBG IN DT NN IN DT JJ NN .
176| A pregnant lady singing on stage while holding a flag behind her .|DET ADJ NOUN NOUN ADP NOUN SCONJ VERB DET NOUN ADP PRON PUNCT|DT JJ NN NN IN NN IN VBG DT NN IN PRP .
177| a man with a beard repairs a net sitting with a buoy and rope next to him .|DET NOUN ADP DET NOUN VERB DET ADJ VERB ADP DET NOUN CCONJ NOUN ADV ADP PRON PUNCT|DT NN IN DT NN VBZ DT JJ VBG IN DT NN CC NN RB IN PRP .
178| A man in shorts in a lawn chair sits surrounded with plants in a backyard .|DET NOUN ADP NOUN ADP DET NOUN NOUN VERB VERB ADP NOUN ADP DET NOUN PUNCT|DT NN IN NNS IN DT NN NN VBZ VBN IN NNS IN DT NN .
179| A group of men and women are sitting at a table drinking beers .|DET NOUN ADP NOUN CCONJ NOUN AUX VERB ADP DET NOUN VERB NOUN PUNCT|DT NN IN NNS CC NNS VBP VBG IN DT NN VBG NNS .
180| An ordinary person that lives in Vietnam .|DET ADJ NOUN PRON VERB ADP PROPN PUNCT|DT JJ NN WDT VBZ IN NNP .
181| A man running with a ball as his opponent tries to grab him .|DET NOUN VERB ADP DET NOUN SCONJ PRON NOUN VERB PART VERB PRON PUNCT|DT NN VBG IN DT NN IN PRP$ NN VBZ TO VB PRP .
182| A dog is bringing the newspaper to its owner through the kitchen .|DET NOUN AUX VERB DET NOUN ADP PRON NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG DT NN IN PRP$ NN IN DT NN .
183| A baby was just born and the nurses are doing their jobs .|DET NOUN AUX ADV VERB CCONJ DET NOUN AUX VERB PRON NOUN PUNCT|DT NN VBD RB VBN CC DT NNS VBP VBG PRP$ NNS .
184| A large group of people gather outside a very busy street .|DET ADJ NOUN ADP NOUN VERB ADP DET ADV ADJ NOUN PUNCT|DT JJ NN IN NNS VBP IN DT RB JJ NN .
185| A man in a blue shirt walks along a valley road amongst dozens of sheep .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN NOUN ADP NOUN ADP NOUN PUNCT|DT NN IN DT JJ NN VBZ IN DT NN NN IN NNS IN NNS .
186| Two men sitting on benches and three men standing up .|NUM NOUN VERB ADP NOUN CCONJ NUM NOUN VERB ADP PUNCT|CD NNS VBG IN NNS CC CD NNS VBG RP .
187| Two dog with trees in the background .|NUM NOUN ADP NOUN ADP DET NOUN PUNCT|CD NN IN NNS IN DT NN .
188| A man in jeans and a blue jacket hold a yellow toy plane .|DET NOUN ADP NOUN CCONJ DET ADJ NOUN VERB DET ADJ NOUN NOUN PUNCT|DT NN IN NNS CC DT JJ NN VBP DT JJ NN NN .
189| Three small children playing outdoors in the snow .|NUM ADJ NOUN VERB ADV ADP DET NOUN PUNCT|CD JJ NNS VBG RB IN DT NN .
190| This man is running a large hand-dyeing operation .|DET NOUN AUX VERB DET ADJ NOUN NOUN NOUN PUNCT|DT NN VBZ VBG DT JJ NN NN NN .
191| A young boy in a white shirt surrounded by several other children who are rollerskating .|DET ADJ NOUN ADP DET ADJ NOUN VERB ADP ADJ ADJ NOUN PRON AUX VERB PUNCT|DT JJ NN IN DT JJ NN VBN IN JJ JJ NNS WP VBP VBG .
192| Three hikers rest in the shade of a tree in the desert .|NUM NOUN VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT|CD NNS VBP IN DT NN IN DT NN IN DT NN .
193| Three men in reflective vests doing yard work in a field .|NUM NOUN ADP ADJ NOUN VERB NOUN NOUN ADP DET NOUN PUNCT|CD NNS IN JJ NNS VBG NN NN IN DT NN .
194| Two young children are standing in hall .|NUM ADJ NOUN AUX VERB ADP PROPN PUNCT|CD JJ NNS VBP VBG IN NNP .
195| Two men are in the jungle , one is smoking and the other is using a machete .|NUM NOUN AUX ADP DET NOUN PUNCT PRON AUX VERB CCONJ DET ADJ AUX VERB DET NOUN PUNCT|CD NNS VBP IN DT NN , PRP VBZ VBG CC DT JJ VBZ VBG DT NN .
196| A gambling game between several people at a casino .|DET NOUN NOUN ADP ADJ NOUN ADP DET NOUN PUNCT|DT NN NN IN JJ NNS IN DT NN .
197| An Asian with a man in a beige shirt laughing .|DET PROPN ADP DET NOUN ADP DET ADJ NOUN VERB PUNCT|DT NNP IN DT NN IN DT JJ NN VBG .
198| Violinists are paying music together .|NOUN AUX VERB NOUN ADV PUNCT|NNS VBP VBG NN RB .
199| Two men stage a sword fight at a Renaissance fair .|NUM NOUN VERB DET NOUN NOUN ADP DET PROPN ADJ PUNCT|CD NNS VBP DT NN NN IN DT NNP JJ .
200| A man and two children are sleeping on the floor .|DET NOUN CCONJ NUM NOUN AUX VERB ADP DET NOUN PUNCT|DT NN CC CD NNS VBP VBG IN DT NN .
201| A race car sparks .|DET NOUN NOUN NOUN PUNCT|DT NN NN NNS .
202| A few people stand near white pillars in front of a yellow wall .|DET ADJ NOUN VERB ADP ADJ NOUN ADP NOUN ADP DET ADJ NOUN PUNCT|DT JJ NNS VBP IN JJ NNS IN NN IN DT JJ NN .
203| A group of people gathered together at night outside a brick building .|DET NOUN ADP NOUN VERB ADV ADP NOUN ADP DET NOUN NOUN PUNCT|DT NN IN NNS VBD RB IN NN IN DT NN NN .
204| A black puppy stands over a white puppy .|DET ADJ NOUN VERB ADP DET ADJ NOUN PUNCT|DT JJ NN VBZ IN DT JJ NN .
205| Three woman are sitting in front of a decorated tree .|NUM NOUN AUX VERB ADP NOUN ADP DET VERB NOUN PUNCT|CD NN VBP VBG IN NN IN DT VBN NN .
206| A baseball player pitches the ball on a baseball field .|DET NOUN NOUN VERB DET NOUN ADP DET NOUN NOUN PUNCT|DT NN NN VBZ DT NN IN DT NN NN .
207| A skateboarder high in the air above an indoor ramp .|DET NOUN ADJ ADP DET NOUN ADP DET ADJ NOUN PUNCT|DT NN JJ IN DT NN IN DT JJ NN .
208| A young boy is sitting on a fence with a platter of food on his head .|DET ADJ NOUN AUX VERB ADP DET NOUN ADP DET NOUN ADP NOUN ADP PRON NOUN PUNCT|DT JJ NN VBZ VBG IN DT NN IN DT NN IN NN IN PRP$ NN .
209| A man is loading grocery carts on the back of a truck .|DET NOUN AUX VERB NOUN NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG NN NNS IN DT NN IN DT NN .
210| A woman looks through a telescope .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBZ IN DT NN .
211| A woman rests on the curb of a city street while talking on her cellphone .|DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN SCONJ VERB ADP PRON NOUN PUNCT|DT NN VBZ IN DT NN IN DT NN NN IN VBG IN PRP$ NN .
212| Two young men wearing sunglasses and white polo shirts are standing outdoors looking at newspapers .|NUM ADJ NOUN VERB NOUN CCONJ ADJ NOUN NOUN AUX VERB ADV VERB ADP NOUN PUNCT|CD JJ NNS VBG NNS CC JJ NN NNS VBP VBG RB VBG IN NNS .
213| A woman hanging laundry to dry outdoors near the ocean .|DET NOUN VERB NOUN PART VERB ADV ADP DET NOUN PUNCT|DT NN VBG NN TO VB RB IN DT NN .
214| A woman with a yellow jacket and matching hat watching as people walk by her .|DET NOUN ADP DET ADJ NOUN CCONJ NOUN NOUN NOUN SCONJ NOUN VERB ADP PRON PUNCT|DT NN IN DT JJ NN CC NN NN NN IN NNS VBP IN PRP .
215| A man is sitting outside playing music .|DET NOUN AUX VERB ADP VERB NOUN PUNCT|DT NN VBZ VBG IN VBG NN .
216| A man wearing a helmet riding a black motorcycle|DET NOUN VERB DET NOUN VERB DET ADJ NOUN|DT NN VBG DT NN VBG DT JJ NN
217| A man is sitting on his front step .|DET NOUN AUX VERB ADP PRON ADJ NOUN PUNCT|DT NN VBZ VBG IN PRP$ JJ NN .
218| Four guys playing soccer on the pavement .|NUM NOUN VERB NOUN ADP DET NOUN PUNCT|CD NNS VBG NN IN DT NN .
219| A German shepherd jumps left on patchy grass .|DET ADJ NOUN NOUN VERB ADP ADJ NOUN PUNCT|DT JJ NN NNS VBN IN JJ NN .
220| The man is giving directions to keep everyone safe by the helicopter .|DET NOUN AUX VERB NOUN PART VERB PRON ADJ ADP DET NOUN PUNCT|DT NN VBZ VBG NNS TO VB NN JJ IN DT NN .
221| One karate sportwoman kicks a karate sportman|NUM NOUN NOUN VERB DET NOUN NOUN|CD NN NN VBZ DT NN NN
222| A male in a orange jacket standing on a ladder .|DET NOUN ADP DET NOUN NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT NN NN VBG IN DT NN .
223| A man blowing leaves in jeans and a jacket .|DET NOUN VERB NOUN ADP NOUN CCONJ DET NOUN PUNCT|DT NN VBG NNS IN NNS CC DT NN .
224| There is a man with an Afro taking photographs of a man grinding on a rainbow rail .|PRON VERB DET NOUN ADP DET PROPN VERB NOUN ADP DET NOUN VERB ADP DET NOUN NOUN PUNCT|EX VBZ DT NN IN DT NNP VBG NNS IN DT NN VBG IN DT NN NN .
225| Two soccer players on the field running into each other .|NUM NOUN NOUN ADP DET NOUN VERB ADP DET ADJ PUNCT|CD NN NNS IN DT NN VBG IN DT JJ .
226| Four girls in shorts walk down the street .|NUM NOUN ADP NOUN VERB ADP DET NOUN PUNCT|CD NNS IN NNS VBP IN DT NN .
227| A man wearing a hooded shirt faces a man wearing glasses and a hat .|DET NOUN VERB DET ADJ NOUN VERB DET NOUN VERB NOUN CCONJ DET NOUN PUNCT|DT NN VBG DT JJ NN VBZ DT NN VBG NNS CC DT NN .
228| A group of people are at a conference table with computers .|DET NOUN ADP NOUN AUX ADP DET NOUN NOUN ADP NOUN PUNCT|DT NN IN NNS VBP IN DT NN NN IN NNS .
229| Three children , dressed in heavy coats , gloves , and knit caps , cover their mouths .|NUM NOUN PUNCT VERB ADP ADJ NOUN PUNCT NOUN PUNCT CCONJ VERB NOUN PUNCT VERB PRON NOUN PUNCT|CD NNS , VBN IN JJ NNS , NNS , CC VBN NNS , VB PRP$ NNS .
230| A gymnast performing on the balance beam in front of an audience .|DET NOUN VERB ADP DET NOUN NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN VBG IN DT NN NN IN NN IN DT NN .
231| Two people in a public park or plaza stop to look at a monument in the background .|NUM NOUN ADP DET ADJ NOUN CCONJ NOUN NOUN PART VERB ADP DET NOUN ADP DET NOUN PUNCT|CD NNS IN DT JJ NN CC NN NN TO VB IN DT NN IN DT NN .
232| Two people play on a long skateboard .|NUM NOUN VERB ADP DET ADJ NOUN PUNCT|CD NNS VBP IN DT JJ NN .
233| Two airline passengers : a young man wearing black and a young woman in green .|NUM NOUN NOUN PUNCT DET ADJ NOUN VERB ADJ CCONJ DET ADJ NOUN ADP PROPN PUNCT|CD NN NNS : DT JJ NN VBG JJ CC DT JJ NN IN NNP .
234| Three men in bright clothing work on street with railroad tracks .|NUM NOUN ADP ADJ NOUN NOUN ADP NOUN ADP NOUN NOUN PUNCT|CD NNS IN JJ NN NN IN NN IN NN NNS .
235| A man catching a wave on a surfboard being observed or photographed by others from the shore .|DET NOUN VERB DET NOUN ADP DET NOUN AUX VERB CCONJ VERB ADP NOUN ADP DET NOUN PUNCT|DT NN VBG DT NN IN DT NN VBG VBN CC VBN IN NNS IN DT NN .
236| A boy and a girl at the beach , throwing sand .|DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT VERB NOUN PUNCT|DT NN CC DT NN IN DT NN , VBG NN .
237| A bride is sitting on a wooden rail looking at a bouquet of flowers .|DET NOUN AUX VERB ADP DET ADJ NOUN VERB ADP DET NOUN ADP NOUN PUNCT|DT NN VBZ VBG IN DT JJ NN VBG IN DT NN IN NNS .
238| A woman is playing an instrument in a bus station .|DET NOUN AUX VERB DET NOUN ADP DET NOUN NOUN PUNCT|DT NN VBZ VBG DT NN IN DT NN NN .
239| A man cooking on a large grill and someone on the other side of the grill also .|DET NOUN VERB ADP DET ADJ NOUN CCONJ PRON ADP DET ADJ NOUN ADP DET NOUN ADV PUNCT|DT NN VBG IN DT JJ NN CC NN IN DT JJ NN IN DT NN RB .
240| Young kids are on a small train ride .|ADJ NOUN AUX ADP DET ADJ NOUN NOUN PUNCT|JJ NNS VBP IN DT JJ NN NN .
241| A little boy in orange shorts playing with a toy .|DET ADJ NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT|DT JJ NN IN JJ NNS VBG IN DT NN .
242| A man and a young child walk along the beach shore .|DET NOUN CCONJ DET ADJ NOUN VERB ADP DET NOUN NOUN PUNCT|DT NN CC DT JJ NN VB IN DT NN NN .
243| There is a little kid in a green shirt waving a flag .|PRON VERB DET ADJ NOUN ADP DET ADJ NOUN VERB DET NOUN PUNCT|EX VBZ DT JJ NN IN DT JJ NN VBG DT NN .
244| A boy is skim boarding in a backyard pool while two other men watch .|DET NOUN AUX NOUN NOUN ADP DET NOUN NOUN SCONJ NUM ADJ NOUN VERB PUNCT|DT NN VBZ NN NN IN DT NN NN IN CD JJ NNS VBP .
245| A black and white dog runs through the white water at a beach .|DET ADJ CCONJ ADJ NOUN VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT JJ CC JJ NN VBZ IN DT JJ NN IN DT NN .
246| Two football player are in the kick off position in front of a crowd .|NUM NOUN NOUN AUX ADP DET NOUN ADP NOUN ADP NOUN ADP DET NOUN PUNCT|CD NN NN VBP IN DT NN RP NN IN NN IN DT NN .
247| The dog is running with his tongue hanging out of his mouth .|DET NOUN AUX VERB ADP PRON NOUN VERB ADP ADP PRON NOUN PUNCT|DT NN VBZ VBG IN PRP$ NN VBG IN IN PRP$ NN .
248| two dogs play together .|NUM NOUN VERB ADV PUNCT|CD NNS VBP RB .
249| Two men are trying to push this very large inflatable golf ball|NUM NOUN AUX VERB PART VERB DET ADV ADJ ADJ NOUN NOUN|CD NNS VBP VBG TO VB DT RB JJ JJ NN NN
250| A man walking with a cane in front of a mural .|DET NOUN VERB ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN VBG IN DT NN IN NN IN DT NN .
251| A man and woman dressed in bright colors stand in front of a fountain .|DET NOUN CCONJ NOUN VERB ADP ADJ NOUN VERB ADP NOUN ADP DET NOUN PUNCT|DT NN CC NN VBN IN JJ NNS VBP IN NN IN DT NN .
252| People sit outside a building .|NOUN VERB ADP DET NOUN PUNCT|NNS VBP IN DT NN .
253| A man carries a pillow on top of his head while walking down the street .|DET NOUN VERB DET NOUN ADP NOUN ADP PRON NOUN SCONJ VERB ADP DET NOUN PUNCT|DT NN VBZ DT NN IN NN IN PRP$ NN IN VBG IN DT NN .
254| Three military men with guns are hiding behind a building next to an embankment .|NUM ADJ NOUN ADP NOUN AUX VERB ADP DET NOUN ADV ADP DET NOUN PUNCT|CD JJ NNS IN NNS VBP VBG IN DT NN RB IN DT NN .
255| Three men loading a truck piled with hogs in cages .|NUM NOUN VERB DET NOUN VERB ADP NOUN ADP NOUN PUNCT|CD NNS VBG DT NN VBN IN NNS IN NNS .
256| A young boy is jumping off of a pile of dirt .|DET ADJ NOUN AUX VERB ADP ADP DET NOUN ADP NOUN PUNCT|DT JJ NN VBZ VBG IN IN DT NN IN NN .
257| Three people are standing on a hill that is partly covered in snow .|NUM NOUN AUX VERB ADP DET NOUN PRON AUX ADV VERB ADP NOUN PUNCT|CD NNS VBP VBG IN DT NN WDT VBZ RB VBN IN NN .
258| A boy in a green hoodie eating his meal .|DET NOUN ADP DET ADJ NOUN VERB PRON NOUN PUNCT|DT NN IN DT JJ NN VBG PRP$ NN .
259| Several people on a beach , and a ball .|ADJ NOUN ADP DET NOUN PUNCT CCONJ DET NOUN PUNCT|JJ NNS IN DT NN , CC DT NN .
260| A man in a brown coat rubs his nose .|DET NOUN ADP DET ADJ NOUN VERB PRON NOUN PUNCT|DT NN IN DT JJ NN VBZ PRP$ NN .
261| Three people eating in the kitchen .|NUM NOUN VERB ADP DET NOUN PUNCT|CD NNS VBG IN DT NN .
262| A shirtless man is painting a picture of an African American .|DET NOUN NOUN AUX VERB DET NOUN ADP DET ADJ PROPN PUNCT|DT NN NN VBZ VBG DT NN IN DT JJ NNP .
263| A black girl looking blankly with vases in the background .|DET ADJ NOUN VERB ADV ADP NOUN ADP DET NOUN PUNCT|DT JJ NN VBG RB IN NNS IN DT NN .
264| A man and a woman run with other runners in a race .|DET NOUN CCONJ DET NOUN VERB ADP ADJ NOUN ADP DET NOUN PUNCT|DT NN CC DT NN VBN IN JJ NNS IN DT NN .
265| A man on a sled is pulled through the snow by his dogs .|DET NOUN ADP DET ADJ AUX VERB ADP DET NOUN ADP PRON NOUN PUNCT|DT NN IN DT JJ VBZ VBN IN DT NN IN PRP$ NNS .
266| a old man eating a hotdog .|DET ADJ NOUN VERB DET NOUN PUNCT|DT JJ NN VBG DT NN .
267| A woman wearing glasses and a black shirt is bending over , while others walk by .|DET NOUN VERB NOUN CCONJ DET ADJ NOUN AUX VERB ADP PUNCT SCONJ NOUN VERB ADV PUNCT|DT NN VBG NNS CC DT JJ NN VBZ VBG RP , IN NNS VBP RB .
268| A young redheaded baby is sitting in a sink playing with the water .|DET ADJ ADJ NOUN AUX VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT|DT JJ JJ NN VBZ VBG IN DT NN NN IN DT NN .
269| A man in blue uniform about to throw a basketball .|DET NOUN ADP ADJ NOUN ADV PART VERB DET NOUN PUNCT|DT NN IN JJ NN RB TO VB DT NN .
270| People are walking by stores and window shopping .|NOUN AUX VERB ADP NOUN CCONJ NOUN NOUN PUNCT|NNS VBP VBG IN NNS CC NN NN .
271| A man wears a white turban outside .|DET NOUN VERB DET ADJ NOUN ADV PUNCT|DT NN VBZ DT JJ NN RB .
272| Two young girls waving while on an ice skating rink .|NUM ADJ NOUN VERB SCONJ ADP DET NOUN NOUN NOUN PUNCT|CD JJ NNS VBG IN IN DT NN NN NN .
273| A little boy flinches as a deer kisses him on the cheek .|DET ADJ NOUN NOUN SCONJ DET NOUN VERB PRON ADP DET NOUN PUNCT|DT JJ NN NNS IN DT NN VBZ PRP IN DT NN .
274| A person does tricks on a bike on a ramp surrounded by trees .|DET NOUN VERB NOUN ADP DET NOUN ADP DET NOUN VERB ADP NOUN PUNCT|DT NN VBZ NNS IN DT NN IN DT NN VBN IN NNS .
275| Pedestrians pass by a firetruck and street workers .|NOUN VERB ADP DET NOUN CCONJ NOUN NOUN PUNCT|NNS VBP IN DT NN CC NN NNS .
276| There is a lady in the kitchen making some food with flour .|PRON VERB DET NOUN ADP DET NOUN VERB DET NOUN ADP NOUN PUNCT|EX VBZ DT NN IN DT NN VBG DT NN IN NN .
277| This is a small blue green white manual , with a bent cover|PRON AUX DET ADJ ADJ ADJ ADJ NOUN PUNCT ADP DET ADJ NOUN|DT VBZ DT JJ JJ JJ JJ NN , IN DT JJ NN
278| A distracted little boy waiting for his soccer game to begin .|DET ADJ ADJ NOUN VERB SCONJ PRON NOUN NOUN PART VERB PUNCT|DT JJ JJ NN VBG IN PRP$ NN NN TO VB .
279| Camera looks down inside green tube as child slides away .|NOUN VERB ADP ADP ADJ NOUN SCONJ NOUN VERB ADV PUNCT|NN VBZ RP IN JJ NN IN NN VBZ RB .
280| Man lying under palm tree|NOUN VERB ADP NOUN NOUN|NN VBG IN NN NN
281| A man wearing sunglasses , white shirt , and a smile plays the drums .|DET NOUN VERB NOUN PUNCT ADJ NOUN PUNCT CCONJ DET NOUN VERB DET NOUN PUNCT|DT NN VBG NNS , JJ NN , CC DT NN VBZ DT NNS .
282| A groom and his bride standing in front of a large cake .|DET NOUN CCONJ PRON NOUN VERB ADP NOUN ADP DET ADJ NOUN PUNCT|DT NN CC PRP$ NN VBG IN NN IN DT JJ NN .
283| The couple is together looking at the large ship in the ocean .|DET NOUN AUX ADV VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT NN VBZ RB VBG IN DT JJ NN IN DT NN .
284| Travelers on a very cold day hiking .|NOUN ADP DET ADV ADJ NOUN NOUN PUNCT|NNS IN DT RB JJ NN NN .
285| A biker in a yellow jacket riding in the snow .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBG IN DT NN .
286| A group of people are protesting something|DET NOUN ADP NOUN AUX VERB PRON|DT NN IN NNS VBP VBG NN
287| People carrying bags walking on a street with a parked motorcycle .|NOUN VERB NOUN VERB ADP DET NOUN ADP DET VERB NOUN PUNCT|NNS VBG NNS VBG IN DT NN IN DT VBN NN .
