|description|black_index
478|A school band in white , yellow , red and black uniforms playing at a football game .|10
479|A black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .|1
480|A man in a black shirt with a white ring in his right hand reaching for something on the edge of a window .|4
481|Man is black shirt and came shorts riding green cruiser bike .|2
482|Young man wearing a cape and black shorts in the hot sun .|6
483|A man in a red hat and a woman in a black dress are sitting outside a building on the street .|11
484|A man wearing a green sleeveless t-shirt , red and white and black underpants and blue tights is singing or talking into a microphone .|12
485|two men in a wooden boat , one wearing yellow and one wearing black , traveling on a smooth body of water .|13
486|Two men in black eating a sandwich .|3
487|A crowd of black people are gathered and one person has a backpack on .|3
488|A man wearing black shorts in skateboarding in the street .|3
489|A man in a sweater is cooking while his black and white cat sits next to him .|9
490|A marching band dressed in black and orange .|5
491|A woman with black hair wearing a turquoise shirt presses a key on an iPad while sitting at a table with craft supplies on it .|3
492|The very tired black lady was wearing her new red blouse , as she rode home on the bus .|3
493|Four men and one woman in black shirts stand in a park .|6
494|A black and white dog playing in the sand .|1
495|a boy stands on a black bench .|5
496|A man in black rides a bike on a wooden ramp .|3
497|A black and white dog jumps up as a ball is thrown over his head .|1
498|Two black men dressed in military gear .|1
499|A youth with musical tattoos and a black shirt stands open mouthed holding a microphone wrapped with bright green tape next to outstretched hands .|7
500|A black dog and a brown dog touching noses in a grassy field .|1
501|An elderly man in a black leather jacket is walking down the street .|5
502|Two black women , both wearing yellow patterned dresses , are looking into plastic bags with yellow fabric coverings .|1
503|A young woman in black pants stares outside of a window .|4
504|A black and white dog frolicks in the water .|1
505|A woman wearing black is holding a yellow flag with red lettering .|3
506|A woman in a black shirt is taking a helmet off a little kid .|4
507|A child dressed in purple and an adult dressed in black .|10
508|A black child posing for a photo .|1
509|An elderly woman , a younger woman , a young boy , and a black furred dog walking on a dirt road in a forest .|14
510|A black and white dog is jumping into the water .|1
511|Young boy in a dark green shirt , behind a black fence near a pool .|10
512|A woman in a black and white coat and earmuffs .|4
513|A young male wearing black shorts and a red shirt and holding a bottle is laying on the grass next to a tree .|4
514|Small boy in black shirt laying across bricks and sticking hand in the mud .|3
515|A woman in a red shirt is holding a black dog on a brown sofa with a little girl wearing a striped onsie with a pacifier in her mouth .|9
516|Man with black hat , holding microphone next to girl with red-hair looking at a book .|2
517|Along a paved walkway outdoors , a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on .|10
518|A man in a white hat and white shirt with a black shoulder bag walking down a busy walkway|11
519|A surfer wearing a black and green wetsuit riding a wave .|4
520|A young American indian is taking part in a dance while wearing a black and red ritual outfit .|13
521|A person in a black sweater puts down a backpack , sits on a block and holds his or her head .|4
522|A tall black man in yellow pants shows his rollerskating skills , while pedestrians watch .|2
523|Fellow cowboys watch as a colleague rides a black airborne horse .|8
524|A man and a woman with a red book , both dressed in black .|13
525|A man demonstrating his black and white dog performing a back flip .|4
526|A young woman tennis player dressed in black carries many tennis balls on her racket .|7
527|Two male dancers dressed in blue shirts and black pants perform a routine in front of six women sitting beside them .|8
528|A man in a black hat posses for a picture .|4
529|A man with black hair and glasses is talking into a microphone .|3
530|A smiling athlete in a black and red helmet holding ski poles .|5
531|A man in a black hat sits by a tree and plays guitar .|4
532|A woman in a black dress is showing two other women her ring on a city sidewalk .|4
533|girl in short black dress Blowing a gigantic bubble for a crowd outdoors .|3
534|A man in a black shirt is working on a massive control panel .|4
535|A woman in a black and yellow top , selling chocolate to a man in a white t-shirt .|4
536|A girl in a black jacket with crossed arms holds a bag on the street in the rain .|4
537|A little black girl eating rice with a big spoon .|2
538|A tan and black dog opens its mouth for a red ball .|3
539|A smiling woman in a black shirt , having a cigarette and glass of wine at nighttime .|5
540|"A dancer wearing a traditional costume of red coat and tall black hat is leaping in the air beneath a sign stating "" Ukraine "" ."|11
541|A black schoolgirl holds a white doll on an dirt road .|1
542|a woman in a black coat kissing a man in a orange shirt .|4
543|A young woman in a black and yellow dress is carrying a plate of food on her head .|5
544|Someone is wearing a black jacket and playing the drums .|4
545|A man wearing a black jacket , jeans and a warm hat with his daughter fooling around the trashcan .|4
546|A man is wearing a white habit with black polka dots and smoking a cigarette .|8
547|A woman in black laying face down on a mat in a tranquil room .|3
548|A black Labrador retriever in a grassy field returns with a white nubby cylinder in its mouth .|1
549|Several black children are raising one arm looking excited .|1
550|A man in a black suit is looking at a map .|4
551|A child in a big green jacket and a black beanie feeds white birds at a body of water .|9
